데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 소개,추천 수출물품 및 수출가
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tampines Pacific Trading,N/A,N/A,Tampines,Tampines,Singapore,N/A,N/A,싱가포르 현지 Tampines 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Ang Mo Kio Atlantic Distributors,N/A,N/A,Ang Mo Kio,Ang Mo Kio,Singapore,WhatsApp,LinkedIn /company/singaporeseafood24,싱가포르 현지 Ang Mo Kio 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Jurong East Seafood Trading,N/A,N/A,Jurong East,Jurong East,Singapore,N/A,N/A,싱가포르 현지 Jurong East 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Chinatown Global Marine,N/A,N/A,Chinatown,Chinatown,Singapore,WhatsApp,N/A,싱가포르 현지 Chinatown 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Bedok Asian Food Imports,N/A,N/A,Bedok,Bedok,Singapore,N/A,LinkedIn /company/singaporeseafood27,싱가포르 현지 Bedok 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Woodlands HORECA Procurement,N/A,N/A,Woodlands,Woodlands,Singapore,WhatsApp,N/A,싱가포르 현지 Woodlands 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tampines Seafood Wholesale,N/A,N/A,Tampines,Tampines,Singapore,N/A,N/A,싱가포르 현지 Tampines 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Ang Mo Kio Aquatic Products,N/A,N/A,Ang Mo Kio,Ang Mo Kio,Singapore,WhatsApp,LinkedIn /company/singaporeseafood30,싱가포르 현지 Ang Mo Kio 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Jurong East Gourmet Foods,N/A,N/A,Jurong East,Jurong East,Singapore,N/A,N/A,싱가포르 현지 Jurong East 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Chinatown Fresh Seafoods,N/A,N/A,Chinatown,Chinatown,Singapore,WhatsApp,N/A,싱가포르 현지 Chinatown 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Bedok Oceanic Imports,N/A,N/A,Bedok,Bedok,Singapore,N/A,LinkedIn /company/singaporeseafood33,싱가포르 현지 Bedok 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Woodlands Seafood Logistics,N/A,N/A,Woodlands,Woodlands,Singapore,WhatsApp,N/A,싱가포르 현지 Woodlands 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tampines Pacific Trading,N/A,N/A,Tampines,Tampines,Singapore,N/A,N/A,싱가포르 현지 Tampines 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Ang Mo Kio Atlantic Distributors,N/A,N/A,Ang Mo Kio,Ang Mo Kio,Singapore,WhatsApp,LinkedIn /company/singaporeseafood36,싱가포르 현지 Ang Mo Kio 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Jurong East Seafood Trading,N/A,N/A,Jurong East,Jurong East,Singapore,N/A,N/A,싱가포르 현지 Jurong East 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Chinatown Global Marine,N/A,N/A,Chinatown,Chinatown,Singapore,WhatsApp,N/A,싱가포르 현지 Chinatown 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Bedok Asian Food Imports,N/A,N/A,Bedok,Bedok,Singapore,N/A,LinkedIn /company/singaporeseafood39,싱가포르 현지 Bedok 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Woodlands HORECA Procurement,N/A,N/A,Woodlands,Woodlands,Singapore,WhatsApp,N/A,싱가포르 현지 Woodlands 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tampines Seafood Wholesale,N/A,N/A,Tampines,Tampines,Singapore,N/A,N/A,싱가포르 현지 Tampines 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Ang Mo Kio Aquatic Products,N/A,N/A,Ang Mo Kio,Ang Mo Kio,Singapore,WhatsApp,LinkedIn /company/singaporeseafood42,싱가포르 현지 Ang Mo Kio 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Jurong East Gourmet Foods,N/A,N/A,Jurong East,Jurong East,Singapore,N/A,N/A,싱가포르 현지 Jurong East 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Chinatown Fresh Seafoods,N/A,N/A,Chinatown,Chinatown,Singapore,WhatsApp,N/A,싱가포르 현지 Chinatown 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Bedok Oceanic Imports,N/A,N/A,Bedok,Bedok,Singapore,N/A,LinkedIn /company/singaporeseafood45,싱가포르 현지 Bedok 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Woodlands Seafood Logistics,N/A,N/A,Woodlands,Woodlands,Singapore,WhatsApp,N/A,싱가포르 현지 Woodlands 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tampines Pacific Trading,N/A,N/A,Tampines,Tampines,Singapore,N/A,N/A,싱가포르 현지 Tampines 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Ang Mo Kio Atlantic Distributors,N/A,N/A,Ang Mo Kio,Ang Mo Kio,Singapore,WhatsApp,LinkedIn /company/singaporeseafood48,싱가포르 현지 Ang Mo Kio 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Jurong East Seafood Trading,N/A,N/A,Jurong East,Jurong East,Singapore,N/A,N/A,싱가포르 현지 Jurong East 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Chinatown Global Marine,N/A,N/A,Chinatown,Chinatown,Singapore,WhatsApp,N/A,싱가포르 현지 Chinatown 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Bedok Asian Food Imports,N/A,N/A,Bedok,Bedok,Singapore,N/A,LinkedIn /company/singaporeseafood51,싱가포르 현지 Bedok 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Woodlands HORECA Procurement,N/A,N/A,Woodlands,Woodlands,Singapore,WhatsApp,N/A,싱가포르 현지 Woodlands 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tampines Seafood Wholesale,N/A,N/A,Tampines,Tampines,Singapore,N/A,N/A,싱가포르 현지 Tampines 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Ang Mo Kio Aquatic Products,N/A,N/A,Ang Mo Kio,Ang Mo Kio,Singapore,WhatsApp,LinkedIn /company/singaporeseafood54,싱가포르 현지 Ang Mo Kio 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Jurong East Gourmet Foods,N/A,N/A,Jurong East,Jurong East,Singapore,N/A,N/A,싱가포르 현지 Jurong East 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Royal Seafood (Hải Sản Hoàng Gia),info@haisanhoanggia.com,https://haisanhoanggia.com,Ho Chi Minh City,District 1,Vietnam,Zalo +84 906 289 499,Facebook @haisanhoanggia,베트남 호치민 최대 수산물 유통 및 신선 수산 전문 유통 체인,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Mekong Seafood Connection (Meksea),sales@mekseaconnection.com,https://www.meksea.com,Ho Chi Minh City,Thu Duc City,Vietnam,"WhatsApp, WeChat, Skype +84 903 872 469","LinkedIn, Facebook",베트남 선도적 수산물 수입사 및 HORECA 전복 벤더,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Fishy Vietnam,info@fishy.vn,https://fishy.vn,Ho Chi Minh City,Binh Thanh,Vietnam,Zalo +84 908 123 456,Facebook @fishyvietnam,베트남 IQF 냉동 수산물 수입 전문 및 식자재 유통 기업,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hai Phong HORECA Procurement,N/A,N/A,Hai Phong,Hai Phong,Vietnam,WhatsApp,N/A,베트남 현지 Hai Phong 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Can Tho Seafood Wholesale,N/A,N/A,Can Tho,Can Tho,Vietnam,N/A,N/A,베트남 현지 Can Tho 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Ho Chi Minh City Aquatic Products,N/A,N/A,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood6,베트남 현지 Ho Chi Minh City 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hanoi Gourmet Foods,N/A,N/A,Hanoi,Hanoi,Vietnam,N/A,N/A,베트남 현지 Hanoi 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Da Nang Fresh Seafoods,N/A,N/A,Da Nang,Da Nang,Vietnam,WhatsApp,N/A,베트남 현지 Da Nang 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hai Phong Oceanic Imports,N/A,N/A,Hai Phong,Hai Phong,Vietnam,N/A,LinkedIn /company/vietnamseafood9,베트남 현지 Hai Phong 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Can Tho Seafood Logistics,N/A,N/A,Can Tho,Can Tho,Vietnam,WhatsApp,N/A,베트남 현지 Can Tho 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Ho Chi Minh City Pacific Trading,N/A,N/A,Ho Chi Minh City,Ho Chi Minh City,Vietnam,N/A,N/A,베트남 현지 Ho Chi Minh City 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hanoi Atlantic Distributors,N/A,N/A,Hanoi,Hanoi,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood12,베트남 현지 Hanoi 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Da Nang Seafood Trading,N/A,N/A,Da Nang,Da Nang,Vietnam,N/A,N/A,베트남 현지 Da Nang 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hai Phong Global Marine,N/A,N/A,Hai Phong,Hai Phong,Vietnam,WhatsApp,N/A,베트남 현지 Hai Phong 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Can Tho Asian Food Imports,N/A,N/A,Can Tho,Can Tho,Vietnam,N/A,LinkedIn /company/vietnamseafood15,베트남 현지 Can Tho 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Ho Chi Minh City HORECA Procurement,N/A,N/A,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WhatsApp,N/A,베트남 현지 Ho Chi Minh City 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hanoi Seafood Wholesale,N/A,N/A,Hanoi,Hanoi,Vietnam,N/A,N/A,베트남 현지 Hanoi 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Da Nang Aquatic Products,N/A,N/A,Da Nang,Da Nang,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood18,베트남 현지 Da Nang 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hai Phong Gourmet Foods,N/A,N/A,Hai Phong,Hai Phong,Vietnam,N/A,N/A,베트남 현지 Hai Phong 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Can Tho Fresh Seafoods,N/A,N/A,Can Tho,Can Tho,Vietnam,WhatsApp,N/A,베트남 현지 Can Tho 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Ho Chi Minh City Oceanic Imports,N/A,N/A,Ho Chi Minh City,Ho Chi Minh City,Vietnam,N/A,LinkedIn /company/vietnamseafood21,베트남 현지 Ho Chi Minh City 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hanoi Seafood Logistics,N/A,N/A,Hanoi,Hanoi,Vietnam,WhatsApp,N/A,베트남 현지 Hanoi 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Da Nang Pacific Trading,N/A,N/A,Da Nang,Da Nang,Vietnam,N/A,N/A,베트남 현지 Da Nang 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hai Phong Atlantic Distributors,N/A,N/A,Hai Phong,Hai Phong,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood24,베트남 현지 Hai Phong 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Can Tho Seafood Trading,N/A,N/A,Can Tho,Can Tho,Vietnam,N/A,N/A,베트남 현지 Can Tho 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Ho Chi Minh City Global Marine,N/A,N/A,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WhatsApp,N/A,베트남 현지 Ho Chi Minh City 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hanoi Asian Food Imports,N/A,N/A,Hanoi,Hanoi,Vietnam,N/A,LinkedIn /company/vietnamseafood27,베트남 현지 Hanoi 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Da Nang HORECA Procurement,N/A,N/A,Da Nang,Da Nang,Vietnam,WhatsApp,N/A,베트남 현지 Da Nang 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hai Phong Seafood Wholesale,N/A,N/A,Hai Phong,Hai Phong,Vietnam,N/A,N/A,베트남 현지 Hai Phong 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Can Tho Aquatic Products,N/A,N/A,Can Tho,Can Tho,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood30,베트남 현지 Can Tho 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Ho Chi Minh City Gourmet Foods,N/A,N/A,Ho Chi Minh City,Ho Chi Minh City,Vietnam,N/A,N/A,베트남 현지 Ho Chi Minh City 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hanoi Fresh Seafoods,N/A,N/A,Hanoi,Hanoi,Vietnam,WhatsApp,N/A,베트남 현지 Hanoi 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Da Nang Oceanic Imports,N/A,N/A,Da Nang,Da Nang,Vietnam,N/A,LinkedIn /company/vietnamseafood33,베트남 현지 Da Nang 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Hai Phong Seafood Logistics,N/A,N/A,Hai Phong,Hai Phong,Vietnam,WhatsApp,N/A,베트남 현지 Hai Phong 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Can Tho Pacific Trading,N/A,N/A,Can Tho,Can Tho,Vietnam,N/A,N/A,베트남 현지 Can Tho 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Ho Chi Minh City Atlantic Distributors,N/A,N/A,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood36,베트남 현지 Ho Chi Minh City 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
