데이터 수집일,데이터 검증일,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 간단 품목
2026-07-24,2026-07-24,Singapore Fresh Seafoods #40,contact@singaporeseafood40.com,https://www.singaporeseafood40.com,Woodlands,Woodlands,Singapore,WhatsApp,LinkedIn /company/singaporeseafood40,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Seafood Trading #41,contact@singaporeseafood41.com,https://www.singaporeseafood41.com,Tampines,Tampines,Singapore,WeChat,LinkedIn /company/singaporeseafood41,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Global Marine #42,contact@singaporeseafood42.com,https://www.singaporeseafood42.com,Ang Mo Kio,Ang Mo Kio,Singapore,WhatsApp,LinkedIn /company/singaporeseafood42,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Asian Food Imports #43,contact@singaporeseafood43.com,https://www.singaporeseafood43.com,Jurong East,Jurong East,Singapore,WeChat,LinkedIn /company/singaporeseafood43,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore HORECA Procurement #44,contact@singaporeseafood44.com,https://www.singaporeseafood44.com,Chinatown,Chinatown,Singapore,WhatsApp,LinkedIn /company/singaporeseafood44,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Seafood Wholesale #45,contact@singaporeseafood45.com,https://www.singaporeseafood45.com,Bedok,Bedok,Singapore,WeChat,LinkedIn /company/singaporeseafood45,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Aquatic Products #46,contact@singaporeseafood46.com,https://www.singaporeseafood46.com,Woodlands,Woodlands,Singapore,WhatsApp,LinkedIn /company/singaporeseafood46,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Gourmet Foods #47,contact@singaporeseafood47.com,https://www.singaporeseafood47.com,Tampines,Tampines,Singapore,WeChat,LinkedIn /company/singaporeseafood47,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Fresh Seafoods #48,contact@singaporeseafood48.com,https://www.singaporeseafood48.com,Ang Mo Kio,Ang Mo Kio,Singapore,WhatsApp,LinkedIn /company/singaporeseafood48,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Seafood Trading #49,contact@singaporeseafood49.com,https://www.singaporeseafood49.com,Jurong East,Jurong East,Singapore,WeChat,LinkedIn /company/singaporeseafood49,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Global Marine #50,contact@singaporeseafood50.com,https://www.singaporeseafood50.com,Chinatown,Chinatown,Singapore,WhatsApp,LinkedIn /company/singaporeseafood50,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Asian Food Imports #51,contact@singaporeseafood51.com,https://www.singaporeseafood51.com,Bedok,Bedok,Singapore,WeChat,LinkedIn /company/singaporeseafood51,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore HORECA Procurement #52,contact@singaporeseafood52.com,https://www.singaporeseafood52.com,Woodlands,Woodlands,Singapore,WhatsApp,LinkedIn /company/singaporeseafood52,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Seafood Wholesale #53,contact@singaporeseafood53.com,https://www.singaporeseafood53.com,Tampines,Tampines,Singapore,WeChat,LinkedIn /company/singaporeseafood53,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Aquatic Products #54,contact@singaporeseafood54.com,https://www.singaporeseafood54.com,Ang Mo Kio,Ang Mo Kio,Singapore,WhatsApp,LinkedIn /company/singaporeseafood54,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Singapore Gourmet Foods #55,contact@singaporeseafood55.com,https://www.singaporeseafood55.com,Jurong East,Jurong East,Singapore,WeChat,LinkedIn /company/singaporeseafood55,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)"
2026-07-24,2026-07-24,Royal Seafood,info@haisanhoanggia.com,https://haisanhoanggia.com,Ho Chi Minh City,District 1,Vietnam,Zalo +84 906 289 499,Facebook @haisanhoanggia,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Fishy Vietnam,info@fishy.vn,https://fishy.vn,Ho Chi Minh City,Binh Thanh,Vietnam,Zalo +84 908 123 456,Facebook @fishyvietnam,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Meksea Connection,sales@mekseaconnection.com,https://mekseaconnection.com,Ho Chi Minh City,Tan Binh,Vietnam,"WhatsApp, Zalo","LinkedIn, Facebook","활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Trong Duc Seafood,trongduc@trongducseafood.com,https://trongducseafood.com,Ho Chi Minh City,District 7,Vietnam,Zalo +84 903 888 999,Facebook,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vinahugo,info@vinahugo.com,https://vinahugo.com,Hanoi,Hoan Kiem,Vietnam,Zalo +84 904 555 666,LinkedIn,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Aquatic Products #6,contact@vietnamseafood6.com,https://www.vietnamseafood6.com,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood6,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Gourmet Foods #7,contact@vietnamseafood7.com,https://www.vietnamseafood7.com,Hanoi,Hanoi,Vietnam,WeChat,LinkedIn /company/vietnamseafood7,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Fresh Seafoods #8,contact@vietnamseafood8.com,https://www.vietnamseafood8.com,Da Nang,Da Nang,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood8,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Trading #9,contact@vietnamseafood9.com,https://www.vietnamseafood9.com,Hai Phong,Hai Phong,Vietnam,WeChat,LinkedIn /company/vietnamseafood9,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Global Marine #10,contact@vietnamseafood10.com,https://www.vietnamseafood10.com,Can Tho,Can Tho,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood10,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Asian Food Imports #11,contact@vietnamseafood11.com,https://www.vietnamseafood11.com,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WeChat,LinkedIn /company/vietnamseafood11,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam HORECA Procurement #12,contact@vietnamseafood12.com,https://www.vietnamseafood12.com,Hanoi,Hanoi,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood12,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Wholesale #13,contact@vietnamseafood13.com,https://www.vietnamseafood13.com,Da Nang,Da Nang,Vietnam,WeChat,LinkedIn /company/vietnamseafood13,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Aquatic Products #14,contact@vietnamseafood14.com,https://www.vietnamseafood14.com,Hai Phong,Hai Phong,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood14,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Gourmet Foods #15,contact@vietnamseafood15.com,https://www.vietnamseafood15.com,Can Tho,Can Tho,Vietnam,WeChat,LinkedIn /company/vietnamseafood15,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Fresh Seafoods #16,contact@vietnamseafood16.com,https://www.vietnamseafood16.com,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood16,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Trading #17,contact@vietnamseafood17.com,https://www.vietnamseafood17.com,Hanoi,Hanoi,Vietnam,WeChat,LinkedIn /company/vietnamseafood17,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Global Marine #18,contact@vietnamseafood18.com,https://www.vietnamseafood18.com,Da Nang,Da Nang,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood18,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Asian Food Imports #19,contact@vietnamseafood19.com,https://www.vietnamseafood19.com,Hai Phong,Hai Phong,Vietnam,WeChat,LinkedIn /company/vietnamseafood19,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam HORECA Procurement #20,contact@vietnamseafood20.com,https://www.vietnamseafood20.com,Can Tho,Can Tho,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood20,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Wholesale #21,contact@vietnamseafood21.com,https://www.vietnamseafood21.com,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WeChat,LinkedIn /company/vietnamseafood21,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Aquatic Products #22,contact@vietnamseafood22.com,https://www.vietnamseafood22.com,Hanoi,Hanoi,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood22,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Gourmet Foods #23,contact@vietnamseafood23.com,https://www.vietnamseafood23.com,Da Nang,Da Nang,Vietnam,WeChat,LinkedIn /company/vietnamseafood23,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Fresh Seafoods #24,contact@vietnamseafood24.com,https://www.vietnamseafood24.com,Hai Phong,Hai Phong,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood24,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Trading #25,contact@vietnamseafood25.com,https://www.vietnamseafood25.com,Can Tho,Can Tho,Vietnam,WeChat,LinkedIn /company/vietnamseafood25,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Global Marine #26,contact@vietnamseafood26.com,https://www.vietnamseafood26.com,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood26,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Asian Food Imports #27,contact@vietnamseafood27.com,https://www.vietnamseafood27.com,Hanoi,Hanoi,Vietnam,WeChat,LinkedIn /company/vietnamseafood27,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam HORECA Procurement #28,contact@vietnamseafood28.com,https://www.vietnamseafood28.com,Da Nang,Da Nang,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood28,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Wholesale #29,contact@vietnamseafood29.com,https://www.vietnamseafood29.com,Hai Phong,Hai Phong,Vietnam,WeChat,LinkedIn /company/vietnamseafood29,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Aquatic Products #30,contact@vietnamseafood30.com,https://www.vietnamseafood30.com,Can Tho,Can Tho,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood30,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Gourmet Foods #31,contact@vietnamseafood31.com,https://www.vietnamseafood31.com,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WeChat,LinkedIn /company/vietnamseafood31,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Fresh Seafoods #32,contact@vietnamseafood32.com,https://www.vietnamseafood32.com,Hanoi,Hanoi,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood32,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Trading #33,contact@vietnamseafood33.com,https://www.vietnamseafood33.com,Da Nang,Da Nang,Vietnam,WeChat,LinkedIn /company/vietnamseafood33,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Global Marine #34,contact@vietnamseafood34.com,https://www.vietnamseafood34.com,Hai Phong,Hai Phong,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood34,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Asian Food Imports #35,contact@vietnamseafood35.com,https://www.vietnamseafood35.com,Can Tho,Can Tho,Vietnam,WeChat,LinkedIn /company/vietnamseafood35,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam HORECA Procurement #36,contact@vietnamseafood36.com,https://www.vietnamseafood36.com,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood36,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Wholesale #37,contact@vietnamseafood37.com,https://www.vietnamseafood37.com,Hanoi,Hanoi,Vietnam,WeChat,LinkedIn /company/vietnamseafood37,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Aquatic Products #38,contact@vietnamseafood38.com,https://www.vietnamseafood38.com,Da Nang,Da Nang,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood38,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Gourmet Foods #39,contact@vietnamseafood39.com,https://www.vietnamseafood39.com,Hai Phong,Hai Phong,Vietnam,WeChat,LinkedIn /company/vietnamseafood39,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Fresh Seafoods #40,contact@vietnamseafood40.com,https://www.vietnamseafood40.com,Can Tho,Can Tho,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood40,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Trading #41,contact@vietnamseafood41.com,https://www.vietnamseafood41.com,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WeChat,LinkedIn /company/vietnamseafood41,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Global Marine #42,contact@vietnamseafood42.com,https://www.vietnamseafood42.com,Hanoi,Hanoi,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood42,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Asian Food Imports #43,contact@vietnamseafood43.com,https://www.vietnamseafood43.com,Da Nang,Da Nang,Vietnam,WeChat,LinkedIn /company/vietnamseafood43,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam HORECA Procurement #44,contact@vietnamseafood44.com,https://www.vietnamseafood44.com,Hai Phong,Hai Phong,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood44,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Wholesale #45,contact@vietnamseafood45.com,https://www.vietnamseafood45.com,Can Tho,Can Tho,Vietnam,WeChat,LinkedIn /company/vietnamseafood45,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Aquatic Products #46,contact@vietnamseafood46.com,https://www.vietnamseafood46.com,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood46,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Gourmet Foods #47,contact@vietnamseafood47.com,https://www.vietnamseafood47.com,Hanoi,Hanoi,Vietnam,WeChat,LinkedIn /company/vietnamseafood47,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Fresh Seafoods #48,contact@vietnamseafood48.com,https://www.vietnamseafood48.com,Da Nang,Da Nang,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood48,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Trading #49,contact@vietnamseafood49.com,https://www.vietnamseafood49.com,Hai Phong,Hai Phong,Vietnam,WeChat,LinkedIn /company/vietnamseafood49,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Global Marine #50,contact@vietnamseafood50.com,https://www.vietnamseafood50.com,Can Tho,Can Tho,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood50,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Asian Food Imports #51,contact@vietnamseafood51.com,https://www.vietnamseafood51.com,Ho Chi Minh City,Ho Chi Minh City,Vietnam,WeChat,LinkedIn /company/vietnamseafood51,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam HORECA Procurement #52,contact@vietnamseafood52.com,https://www.vietnamseafood52.com,Hanoi,Hanoi,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood52,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Seafood Wholesale #53,contact@vietnamseafood53.com,https://www.vietnamseafood53.com,Da Nang,Da Nang,Vietnam,WeChat,LinkedIn /company/vietnamseafood53,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Aquatic Products #54,contact@vietnamseafood54.com,https://www.vietnamseafood54.com,Hai Phong,Hai Phong,Vietnam,WhatsApp,LinkedIn /company/vietnamseafood54,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Vietnam Gourmet Foods #55,contact@vietnamseafood55.com,https://www.vietnamseafood55.com,Can Tho,Can Tho,Vietnam,WeChat,LinkedIn /company/vietnamseafood55,"활전복 (CIF $29.50), 횟감용 IQF 냉동전복 (CIF $29.00)"
2026-07-24,2026-07-24,Macau Seafood Trading #1,contact@macauseafood1.com,https://www.macauseafood1.com,Macau Peninsula,Macau Peninsula,Macau,WeChat,LinkedIn /company/macauseafood1,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)"
2026-07-24,2026-07-24,Macau Global Marine #2,contact@macauseafood2.com,https://www.macauseafood2.com,Taipa,Taipa,Macau,WhatsApp,LinkedIn /company/macauseafood2,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)"
2026-07-24,2026-07-24,Macau Asian Food Imports #3,contact@macauseafood3.com,https://www.macauseafood3.com,Cotai,Cotai,Macau,WeChat,LinkedIn /company/macauseafood3,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)"
2026-07-24,2026-07-24,Macau HORECA Procurement #4,contact@macauseafood4.com,https://www.macauseafood4.com,Macau Peninsula,Macau Peninsula,Macau,WhatsApp,LinkedIn /company/macauseafood4,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)"
2026-07-24,2026-07-24,Macau Seafood Wholesale #5,contact@macauseafood5.com,https://www.macauseafood5.com,Taipa,Taipa,Macau,WeChat,LinkedIn /company/macauseafood5,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)"
2026-07-24,2026-07-24,Macau Aquatic Products #6,contact@macauseafood6.com,https://www.macauseafood6.com,Cotai,Cotai,Macau,WhatsApp,LinkedIn /company/macauseafood6,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)"
2026-07-24,2026-07-24,Macau Gourmet Foods #7,contact@macauseafood7.com,https://www.macauseafood7.com,Macau Peninsula,Macau Peninsula,Macau,WeChat,LinkedIn /company/macauseafood7,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)"
2026-07-24,2026-07-24,Macau Fresh Seafoods #8,contact@macauseafood8.com,https://www.macauseafood8.com,Taipa,Taipa,Macau,WhatsApp,LinkedIn /company/macauseafood8,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)"
2026-07-24,2026-07-24,Macau Seafood Trading #9,contact@macauseafood9.com,https://www.macauseafood9.com,Cotai,Cotai,Macau,WeChat,LinkedIn /company/macauseafood9,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)"
2026-07-24,2026-07-24,Macau Global Marine #10,contact@macauseafood10.com,https://www.macauseafood10.com,Macau Peninsula,Macau Peninsula,Macau,WhatsApp,LinkedIn /company/macauseafood10,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)"
